date	city	tweet_id	raw_tweet	language	processed_tweets	Man_anger	Man_fear	Man_sadness	Man_disgust	Man_joy	Man_anger-disgust	GloVe_anger	GloVe_fear	GloVe_sadness	GloVe_disgust	GloVe_joy	GloVe_anger-disgust
2023-05-05	الخرطوم	tag:search.twitter.com,2005:1654412761928200192	اليوم : دوي انفجارات عنيفة وتصاعد أعمدة الدخان في سماء حي الوابورات في مدينة الخرطوم بحري https://t.co/ciMKy0au2X	ar	اليوم دوي انفجارات عنيفة وتصاعد أعمدة الدخان في سماء حي الوابورات في مدينة الخرطوم بحري t co cimky0au2x							0	0	0	0	0	0
2023-05-05	الخرطوم	tag:search.twitter.com,2005:1654412620173045763	RT @sudanakhbar: مراسل الحدث: تواصل تحليق الطائرات الحربية في سماء الخرطوم #الحدث … https://t.co/Ky7PZrIkRn	ar	rt sudanakhbar مراسل الحدث تواصل تحليق الطائرات الحربية في سماء الخرطوم الحدث t co ky7pzrikrn							0	0	0	0	0	0
2023-05-05	الخرطوم	tag:search.twitter.com,2005:1654413273230393346	من الدي اماسأل لي من طريق الخرطوم مدني بالشرق#حوجة_الخرطوم #حوجة_سفر@A7md_Al3jb	ar	من الدي اماسأل لي من طريق الخرطوم مدني بالشرق حوجة_الخرطوم حوجة_سفر a7md_al3jb							0	0	0	0	0	0
2023-05-05	الخرطوم	tag:search.twitter.com,2005:1654413678374993921	RT @MonzirBashir: من الدي اماسأل لي من طريق الخرطوم مدني بالشرق#حوجة_الخرطوم #حوجة_سفر@A7md_Al3jb	ar	rt monzirbashir من الدي اماسأل لي من طريق الخرطوم مدني بالشرق حوجة_الخرطوم حوجة_سفر a7md_al3jb							0	0	0	0	0	0
2023-05-05	الخرطوم	tag:search.twitter.com,2005:1654414177526530050	RT @OsmanAbubakar_: السلام عليكم عندنا حوجه دواء لمريض كلى ضروري Prograf 1mgبتلقي وين لو في الخرطوم وياريت لو في الجزيره احسن#حوجة_الخ…	ar	rt osmanabubakar_ السلام عليكم عندنا حوجه دواء لمريض كلى ضروري prograf 1mgبتلقي وين لو في الخرطوم وياريت لو في الجزيره احسن حوجة_الخ							1	0	0	0	0	0
2023-05-05	الخرطوم	tag:search.twitter.com,2005:1654417132812206080	RT @MonzirBashir: من الدي اماسأل لي من طريق الخرطوم مدني بالشرق#حوجة_الخرطوم #حوجة_سفر@A7md_Al3jb	ar	rt monzirbashir من الدي اماسأل لي من طريق الخرطوم مدني بالشرق حوجة_الخرطوم حوجة_سفر a7md_al3jb							0	0	0	0	0	0
2023-05-05	الخرطوم	tag:search.twitter.com,2005:1654417221333004288	@Tnsmsm20 @abujalabia @haxodeel الف حمدالله على السلامه وكيف الخرطوم جؤ	ar	tnsmsm20 abujalabia haxodeel الف حمدالله على السلامه وكيف الخرطوم جؤ							0	0	0	0	0	0
2023-05-05	الخرطوم	tag:search.twitter.com,2005:1654417682265956352	RT @B3shom: ثم المركز الطبي الحديث ثم الخرطوم 2 وتوقفت ربع الساعة بجوار حديقة بدر، عادت بنفس المسار وهذه المرة نحو كبري سوبا وشرق النيل، رص…	ar	rt b3shom ثم المركز الطبي الحديث ثم الخرطوم 2 وتوقفت ربع الساعة بجوار حديقة بدر عادت بنفس المسار وهذه المرة نحو كبري سوبا وشرق النيل رص							1	0	0	0	0	1
2023-05-05	الخرطوم	tag:search.twitter.com,2005:1654419935039291394	RT @MonzirBashir: من الدي اماسأل لي من طريق الخرطوم مدني بالشرق#حوجة_الخرطوم #حوجة_سفر@A7md_Al3jb	ar	rt monzirbashir من الدي اماسأل لي من طريق الخرطوم مدني بالشرق حوجة_الخرطوم حوجة_سفر a7md_al3jb							0	0	0	0	0	0
2023-05-05	الخرطوم	tag:search.twitter.com,2005:1654420589765951491	#عاجل | مراسل العربي: المساعدات الإنسانية لم تصل إلى الخرطوم بسبب غياب ضمانات أمنية وممرات إنسانية آمنة	ar	عاجل مراسل العربي المساعدات الإنسانية لم تصل إلى الخرطوم بسبب غياب ضمانات أمنية وممرات إنسانية آمنة							1	0	0	0	0	0
2023-05-05	الخرطوم	tag:search.twitter.com,2005:1654421410993913857	#عاجل | مراسل العربي: طائرة عسكرية تحلق في سماء الخرطوم وقوات الدعم السريع تطلق مضادات جوية باتجاهها	ar	عاجل مراسل العربي طائرة عسكرية تحلق في سماء الخرطوم وقوات الدعم السريع تطلق مضادات جوية باتجاهها							0	0	0	0	0	0
2023-05-05	الخرطوم	tag:search.twitter.com,2005:1654421426932178944	RT @UmniaIbrahim: ناس الولايات تقريبا ما حاسيين بوضع الحرب في الخرطوم  لكن شوية شوية حيبدو يتضايقو لما يلقو الدكاكين فضت من المواد الغذائية…	ar	rt umniaibrahim ناس الولايات تقريبا ما حاسيين بوضع الحرب في الخرطوم لكن شوية شوية حيبدو يتضايقو لما يلقو الدكاكين فضت من المواد الغذائية							1	0	0	1	0	1
2023-05-05	الخرطوم	tag:search.twitter.com,2005:1654429540406394880	الذخيرة شغالة و الشعب يهتف بل بس وانت من القصور الي ظل شجرة شارد وهارب و قواتك تسحل في شوارع الخرطوم ايها الهالك ا… https://t.co/enclVUuaQb	ar	الذخيرة شغالة و الشعب يهتف بل بس وانت من القصور الي ظل شجرة شارد وهارب و قواتك تسحل في شوارع الخرطوم ايها الهالك ا t co enclvuuaqb							1	0	0	0	0	1
2023-05-05	adet	tag:search.twitter.com,2005:1654276498654674944	RT @yagmurderin04: 600 adet porno😎♥️4.99$ 1 ay satın almak istersen 05357757575❤️👇👇👇https://t.co/pulJdVziX2@pic_poster @TrannyAmateur…	tr	rt yagmurderin04 600 adet porno 4 99 1 ay satın almak istersen 05357757575 t co puljdvzix2 pic_poster trannyamateur							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654280395561525252	RT @turkogluetkinlk: 📌 Dörtlü Ment Etkinliği 📌📎Dört adet Sıla Türkoğlu görseli + En az Dört kelimeden oluşan,emojisiz cümle + #SılaTürkoğ…	tr	rt turkogluetkinlk dörtlü ment etkinliği dört adet sıla türkoğlu görseli en az dört kelimeden oluşan emojisiz cümle sılatürkoğ							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654290758877302793	RT @nftmufettisi: 35 adet WL çekişi ▸Mint Price: 1.11 $INJ (8 dolar)▸Adet: 5555✨Şartlar: @nftmufettisi ve @PremierNinjas takip et bu p…	tr	rt nftmufettisi 35 adet wl çekişi mint price 1 11 inj 8 dolar adet 5555 şartlar nftmufettisi ve premierninjas takip et bu p							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654292085502091271	RT @irenacointr: https://t.co/FYCj2XKHsYGorevleri tamamladiktan sonra Bsc cuzdan adresini yaz Ekibimiz cuzdanina 50.000 adet Irena coin g…	tr	rt irenacointr t co fycj2xkhsygorevleri tamamladiktan sonra bsc cuzdan adresini yaz ekibimiz cuzdanina 50 000 adet irena coin g							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654296217323487232	RT @JrKripto: #SuiNetwork Ön-Satışından kazandığım 10.000 adet $SUI hediye ediyorum! Piyasa değeri tahmini toplamda 30.000$ her ay 5 şans…	tr	rt jrkripto suinetwork ön satışından kazandığım 10 000 adet sui hediye ediyorum piyasa değeri tahmini toplamda 30 000 her ay 5 şans							0	0	1	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654299344609132547	RT @nftmufettisi: 35 adet WL çekişi ▸Mint Price: 1.11 $INJ (8 dolar)▸Adet: 5555✨Şartlar: @nftmufettisi ve @PremierNinjas takip et bu p…	tr	rt nftmufettisi 35 adet wl çekişi mint price 1 11 inj 8 dolar adet 5555 şartlar nftmufettisi ve premierninjas takip et bu p							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654301064265363459	RT @turkogluetkinlk: 📌 Dörtlü Ment Etkinliği 📌📎Dört adet Sıla Türkoğlu görseli + En az Dört kelimeden oluşan,emojisiz cümle + #SılaTürkoğ…	tr	rt turkogluetkinlk dörtlü ment etkinliği dört adet sıla türkoğlu görseli en az dört kelimeden oluşan emojisiz cümle sılatürkoğ							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654300985408225280	RT @yagmurderin04: linke tıklayarak 700 adet pornomu izleyebilirsiniz. Click on the link. Watch my 700 pieces of porn😎🍆💦💦💦💦satın almak iste…	tr	rt yagmurderin04 linke tıklayarak 700 adet pornomu izleyebilirsiniz click on the link watch my 700 pieces of porn satın almak iste							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654303400090116097	RT @nftmufettisi: 35 adet WL çekişi ▸Mint Price: 1.11 $INJ (8 dolar)▸Adet: 5555✨Şartlar: @nftmufettisi ve @PremierNinjas takip et bu p…	tr	rt nftmufettisi 35 adet wl çekişi mint price 1 11 inj 8 dolar adet 5555 şartlar nftmufettisi ve premierninjas takip et bu p							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654314773775892481	RT @yagmurderin04: linke tıklayarak 700 adet pornomu izleyebilirsiniz. Click on the link. Watch my 700 pieces of porn😎🍆💦💦💦💦satın almak iste…	tr	rt yagmurderin04 linke tıklayarak 700 adet pornomu izleyebilirsiniz click on the link watch my 700 pieces of porn satın almak iste							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654315257773322240	RT @irenacointr: https://t.co/FYCj2XKHsYGorevleri tamamladiktan sonra Bsc cuzdan adresini yaz Ekibimiz cuzdanina 50.000 adet Irena coin g…	tr	rt irenacointr t co fycj2xkhsygorevleri tamamladiktan sonra bsc cuzdan adresini yaz ekibimiz cuzdanina 50 000 adet irena coin g							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654317620420653056	RT @CEMCEM6161: Teşekkürler #derim hem tradeyle adet artırarak, hemde uzun üstüne yatarak güzel kazandıracaksın inşallah Yataydaki direnc…	tr	rt cemcem6161 teşekkürler derim hem tradeyle adet artırarak hemde uzun üstüne yatarak güzel kazandıracaksın inşallah yataydaki direnc							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654318286513876993	RT @nftmufettisi: 35 adet WL çekişi ▸Mint Price: 1.11 $INJ (8 dolar)▸Adet: 5555✨Şartlar: @nftmufettisi ve @PremierNinjas takip et bu p…	tr	rt nftmufettisi 35 adet wl çekişi mint price 1 11 inj 8 dolar adet 5555 şartlar nftmufettisi ve premierninjas takip et bu p							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654319076682997760	🍀 bir adet uzaya bırakılan mesaj. Sonsuz boşlukta ulaşacağı yeri bilir.	tr	bir adet uzaya bırakılan mesaj sonsuz boşlukta ulaşacağı yeri bilir							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654334054576144384	RT @nftmufettisi: 35 adet WL çekişi ▸Mint Price: 1.11 $INJ (8 dolar)▸Adet: 5555✨Şartlar: @nftmufettisi ve @PremierNinjas takip et bu p…	tr	rt nftmufettisi 35 adet wl çekişi mint price 1 11 inj 8 dolar adet 5555 şartlar nftmufettisi ve premierninjas takip et bu p							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654339305391702016	RT @yemekolik: Muhteşem lezzet kekikli domatesli kahvaltılık. Malzemeler:3 adet domates 1 er adet yeşil ve kırmızı biber 2 diş sarımsa…	tr	rt yemekolik muhteşem lezzet kekikli domatesli kahvaltılık malzemeler 3 adet domates 1 er adet yeşil ve kırmızı biber 2 diş sarımsa							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654342095476334592	Metatime, 10 ay sürecek MetaAirdrop etkinliklerinde toplam 200 Milyon adet MetaCoin’i (MTC) dağıtacak.… https://t.co/eo71xQSIRl	tr	metatime 10 ay sürecek metaairdrop etkinliklerinde toplam 200 milyon adet metacoin i mtc dağıtacak t co eo71xqsirl							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654342885649657860	İlk 20 adet MMU KAAN 2028 yılından itibaren General Electric F110-GE-129 motorları ile teslim edilecek. Her biri 29… https://t.co/OmDTyJJxrs	tr	i̇lk 20 adet mmu kaan 2028 yılından itibaren general electric f110 ge 129 motorları ile teslim edilecek her biri 29 t co omdtyjjxrs							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654344870402695169	RT @Lowell_77: İlk 20 adet MMU KAAN 2028 yılından itibaren General Electric F110-GE-129 motorları ile teslim edilecek. Her biri 29 bin libr…	tr	rt lowell_77 i̇lk 20 adet mmu kaan 2028 yılından itibaren general electric f110 ge 129 motorları ile teslim edilecek her biri 29 bin libr							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654346330032963584	@mucahitbasarir @nur_naside Toparlanın gitmiyoruz serili 3 adet kitabında dediğinize cevap niteliğinde yazıları var… https://t.co/1BsRGb8WAs	tr	mucahitbasarir nur_naside toparlanın gitmiyoruz serili 3 adet kitabında dediğinize cevap niteliğinde yazıları var t co 1bsrgb8was							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654349149460987904	RT @irenacointr: https://t.co/FYCj2XKHsYGorevleri tamamladiktan sonra Bsc cuzdan adresini yaz Ekibimiz cuzdanina 50.000 adet Irena coin g…	tr	rt irenacointr t co fycj2xkhsygorevleri tamamladiktan sonra bsc cuzdan adresini yaz ekibimiz cuzdanina 50 000 adet irena coin g							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654350486600839168	RT @Lowell_77: İlk 20 adet MMU KAAN 2028 yılından itibaren General Electric F110-GE-129 motorları ile teslim edilecek. Her biri 29 bin libr…	tr	rt lowell_77 i̇lk 20 adet mmu kaan 2028 yılından itibaren general electric f110 ge 129 motorları ile teslim edilecek her biri 29 bin libr							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654351787661352961	RT @josephineVV5: Esenyurt’ta 61 bin 480 metrekare arsa üzerinde bulunan 4 adet matbaa tesis binasından oluşan gayrimenkul, Bayraktar İHA v…	tr	rt josephinevv5 esenyurt ta 61 bin 480 metrekare arsa üzerinde bulunan 4 adet matbaa tesis binasından oluşan gayrimenkul bayraktar i̇ha v							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654354633089794048	RT @nftmufettisi: 35 adet WL çekişi ▸Mint Price: 1.11 $INJ (8 dolar)▸Adet: 5555✨Şartlar: @nftmufettisi ve @PremierNinjas takip et bu p…	tr	rt nftmufettisi 35 adet wl çekişi mint price 1 11 inj 8 dolar adet 5555 şartlar nftmufettisi ve premierninjas takip et bu p							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654361075515551744	Metatime, 10 ay sürecek MetaAirdrop etkinliklerinde toplam 200 Milyon adet MetaCoin’i (MTC) dağıtacak.… https://t.co/0SeIEB9Hsy	tr	metatime 10 ay sürecek metaairdrop etkinliklerinde toplam 200 milyon adet metacoin i mtc dağıtacak t co 0seieb9hsy							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654362080051441670	#KOZAA &amp; #KOZAL – KOZAL tarafından 30,60 TL fiyattan 250.000 adet KOZAA payı alınırken, KOZAL’ın KOZAA’daki payı %1… https://t.co/9JXcaSDVwS	tr	kozaa amp kozal kozal tarafından 30 60 tl fiyattan 250 000 adet kozaa payı alınırken kozal ın kozaa daki payı 1 t co 9jxcasdvws							0	0	1	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654366105773776897	RT @josephineVV5: Esenyurt’ta 61 bin 480 metrekare arsa üzerinde bulunan 4 adet matbaa tesis binasından oluşan gayrimenkul, Bayraktar İHA v…	tr	rt josephinevv5 esenyurt ta 61 bin 480 metrekare arsa üzerinde bulunan 4 adet matbaa tesis binasından oluşan gayrimenkul bayraktar i̇ha v							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654369140319088644	RT @irenacointr: https://t.co/FYCj2XKHsYGorevleri tamamladiktan sonra Bsc cuzdan adresini yaz Ekibimiz cuzdanina 50.000 adet Irena coin g…	tr	rt irenacointr t co fycj2xkhsygorevleri tamamladiktan sonra bsc cuzdan adresini yaz ekibimiz cuzdanina 50 000 adet irena coin g							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654371260145467392	@GalatasaraySK batı üst 1 adet bilet var ilgilenen yazsın	tr	galatasaraysk batı üst 1 adet bilet var ilgilenen yazsın							0	0	1	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654371524806148096	@MaltepeBelTr Doğayı sevdiğinizi söylüyorsunuz, sokakta başıboş köpekler dolaşıyor.Bölgenizde kaç adet başıboş köp… https://t.co/tEw4T3pmZb	tr	maltepebeltr doğayı sevdiğinizi söylüyorsunuz sokakta başıboş köpekler dolaşıyor bölgenizde kaç adet başıboş köp t co tew4t3pmzb							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654371663213985795	@Darkwebhaber Yaklasik 105 adet daha bulmamiz gerekiyor (128/1.2)	tr	darkwebhaber yaklasik 105 adet daha bulmamiz gerekiyor 128 1 2							0	0	1	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654372226504839169	RT @turkogluetkinlk: 📌 Dörtlü Ment Etkinliği 📌📎Dört adet Sıla Türkoğlu görseli + En az Dört kelimeden oluşan,emojisiz cümle + #SılaTürkoğ…	tr	rt turkogluetkinlk dörtlü ment etkinliği dört adet sıla türkoğlu görseli en az dört kelimeden oluşan emojisiz cümle sılatürkoğ							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654372526393376768	RT @piyasaninkodu: 📝  Bugün 8 adet işleme girip  ✅  7 adet kâr aldık.  🎯  Başarı oranı bugün 87.5%. 💰  Sadece bugün 7995 dolar kâr ya…	tr	rt piyasaninkodu bugün 8 adet işleme girip 7 adet kâr aldık başarı oranı bugün 87 5 sadece bugün 7995 dolar kâr ya							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654372721017356288	RT @piyasaninkodu: 📝  Bugün 8 adet işleme girip  ✅  7 adet kâr aldık.  🎯  Başarı oranı bugün 87.5%. 💰  Sadece bugün 7995 dolar kâr ya…	tr	rt piyasaninkodu bugün 8 adet işleme girip 7 adet kâr aldık başarı oranı bugün 87 5 sadece bugün 7995 dolar kâr ya							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654372618248527872	RT @piyasaninkodu: 📝  Bugün 8 adet işleme girip  ✅  7 adet kâr aldık.  🎯  Başarı oranı bugün 87.5%. 💰  Sadece bugün 7995 dolar kâr ya…	tr	rt piyasaninkodu bugün 8 adet işleme girip 7 adet kâr aldık başarı oranı bugün 87 5 sadece bugün 7995 dolar kâr ya							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654372911023628289	RT @piyasaninkodu: 📝  Bugün 8 adet işleme girip  ✅  7 adet kâr aldık.  🎯  Başarı oranı bugün 87.5%. 💰  Sadece bugün 7995 dolar kâr ya…	tr	rt piyasaninkodu bugün 8 adet işleme girip 7 adet kâr aldık başarı oranı bugün 87 5 sadece bugün 7995 dolar kâr ya							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654378732285571073	RT @piyasaninkodu: 📝  Bugün 8 adet işleme girip  ✅  7 adet kâr aldık.  🎯  Başarı oranı bugün 87.5%. 💰  Sadece bugün 7995 dolar kâr ya…	tr	rt piyasaninkodu bugün 8 adet işleme girip 7 adet kâr aldık başarı oranı bugün 87 5 sadece bugün 7995 dolar kâr ya							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654378851386966017	RT @piyasaninkodu: 📝  Bugün 8 adet işleme girip  ✅  7 adet kâr aldık.  🎯  Başarı oranı bugün 87.5%. 💰  Sadece bugün 7995 dolar kâr ya…	tr	rt piyasaninkodu bugün 8 adet işleme girip 7 adet kâr aldık başarı oranı bugün 87 5 sadece bugün 7995 dolar kâr ya							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654379747294552064	RT @nftmufettisi: 35 adet WL çekişi ▸Mint Price: 1.11 $INJ (8 dolar)▸Adet: 5555✨Şartlar: @nftmufettisi ve @PremierNinjas takip et bu p…	tr	rt nftmufettisi 35 adet wl çekişi mint price 1 11 inj 8 dolar adet 5555 şartlar nftmufettisi ve premierninjas takip et bu p							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654381976999084033	RT @JrKripto: #SuiNetwork Ön-Satışından kazandığım 10.000 adet $SUI hediye ediyorum! Piyasa değeri tahmini toplamda 30.000$ her ay 5 şans…	tr	rt jrkripto suinetwork ön satışından kazandığım 10 000 adet sui hediye ediyorum piyasa değeri tahmini toplamda 30 000 her ay 5 şans							0	0	1	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654382966838112257	RT @JrKripto: #SuiNetwork Ön-Satışından kazandığım 10.000 adet $SUI hediye ediyorum! Piyasa değeri tahmini toplamda 30.000$ her ay 5 şans…	tr	rt jrkripto suinetwork ön satışından kazandığım 10 000 adet sui hediye ediyorum piyasa değeri tahmini toplamda 30 000 her ay 5 şans							0	0	1	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654383162305261568	MetaCoin’in toplam arzı ise 10 milyar adet ile sınırlandırıldı.  https://t.co/DDn5iMAaOv #Metatime #Crypto	tr	metacoin in toplam arzı ise 10 milyar adet ile sınırlandırıldı t co ddn5imaaov metatime crypto							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654383418577149956	@SaadettinZor 1 adet hakkınız var. 0,45$ fee ile claim edebilirsiniz.	tr	saadettinzor 1 adet hakkınız var 0 45 fee ile claim edebilirsiniz							1	0	1	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654383306601820160	#KRVGD – Şirket paylarının geri alınması kapsamında 128.000 adet pay 14,23 – 14,43 TL fiyat aralığından geri alındı… https://t.co/KcKhpi61Wo	tr	krvgd şirket paylarının geri alınması kapsamında 128 000 adet pay 14 23 14 43 tl fiyat aralığından geri alındı t co kckhpi61wo							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654383472255934470	RT @nftmufettisi: 35 adet WL çekişi ▸Mint Price: 1.11 $INJ (8 dolar)▸Adet: 5555✨Şartlar: @nftmufettisi ve @PremierNinjas takip et bu p…	tr	rt nftmufettisi 35 adet wl çekişi mint price 1 11 inj 8 dolar adet 5555 şartlar nftmufettisi ve premierninjas takip et bu p							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654384144615366656	@mrv_ogt Peki hocam 3 fotoğraf derken adet olarak mı 3 ? yoksa çünkü 1 foto paylaşımı içerisinde 10 foto da olabili… https://t.co/lAV0H0LNZ3	tr	mrv_ogt peki hocam 3 fotoğraf derken adet olarak mı 3 yoksa çünkü 1 foto paylaşımı içerisinde 10 foto da olabili t co lav0h0lnz3							0	0	1	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654387267266310150	RT @Sirince_Zeytin: Her parselde yaklaşık 20-25 adetyetişkin zeytin ağacı bulunuyor.. hem yatırım için hem al sat için uygun parsel.550 B…	tr	rt sirince_zeytin her parselde yaklaşık 20 25 adetyetişkin zeytin ağacı bulunuyor hem yatırım için hem al sat için uygun parsel 550 b							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654388263853981696	RT @AtaYatirim: 🔹Medicalpark &lt;MPARK TI&gt; geri alım programı kapsamında 4 Mayıs 2023’te ortalama 63,92 TL fiyattan 50 bin adet hisseyi piyasa…	tr	rt atayatirim medicalpark lt mpark ti gt geri alım programı kapsamında 4 mayıs 2023 te ortalama 63 92 tl fiyattan 50 bin adet hisseyi piyasa							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654388893007872000	RT @nftmufettisi: 35 adet WL çekişi ▸Mint Price: 1.11 $INJ (8 dolar)▸Adet: 5555✨Şartlar: @nftmufettisi ve @PremierNinjas takip et bu p…	tr	rt nftmufettisi 35 adet wl çekişi mint price 1 11 inj 8 dolar adet 5555 şartlar nftmufettisi ve premierninjas takip et bu p							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654390202448723968	‼️ Büyük Şefler A.Ş #BIGCH  talep toplama bugün 17.00 'de  sonlanacaktır.🟢 Başvuru için 20 adet yeterli olacaktır	tr	büyük şefler a ş bigch talep toplama bugün 17 00 de sonlanacaktır başvuru için 20 adet yeterli olacaktır							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654390573653196804	RT @piyasatahmin: #UNLU Ünlü&amp;Co, bugün ortalama 7.27 TL fiyattan 100.000 adet hisse geri alımı yapmıştır	tr	rt piyasatahmin unlu ünlü amp co bugün ortalama 7 27 tl fiyattan 100 000 adet hisse geri alımı yapmıştır							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654391657884798976	Bir adet sabah ekmeği	tr	bir adet sabah ekmeği							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654392793706496001	RT @KriptoEfsanesi: Binance sui  için 1.5 milyon TL ye verdiği miktar  690 adet Muhtelemen tanesi 3-4 dolar olacaktır 2800 doları bu twit…	tr	rt kriptoefsanesi binance sui için 1 5 milyon tl ye verdiği miktar 690 adet muhtelemen tanesi 3 4 dolar olacaktır 2800 doları bu twit							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654392759724195840	@GSBiletKombin 2 adet güney alt var taneesı 600 den hemen devır yapılıcak	tr	gsbiletkombin 2 adet güney alt var taneesı 600 den hemen devır yapılıcak							0	0	1	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654393606549929985	Hayadımm olmuş bir adet Namum https://t.co/TYiGXMxNgw	tr	hayadımm olmuş bir adet namum t co tyigxmxngw							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654394473521074176	121 adet sahte hesap, toplamda 40 milyon takipçiye sahip olup, düzenli olarak sahte içerik üreterek sandık güvenliğ… https://t.co/hx4mgenEZ2	tr	121 adet sahte hesap toplamda 40 milyon takipçiye sahip olup düzenli olarak sahte içerik üreterek sandık güvenliğ t co hx4mgenez2							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654394710914396163	RT @yagmurderin22: linke tıklayarak 700 adet pornomu izleyebilirsiniz. Click on the link. Watch my 700 pieces of porn😎🍆💦💦💦💦satın almak iste…	tr	rt yagmurderin22 linke tıklayarak 700 adet pornomu izleyebilirsiniz click on the link watch my 700 pieces of porn satın almak iste							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654394507046125570	121 adet sahte hesap, toplamda 40 milyon takipçiye sahip olup, düzenli olarak sahte içerik üreterek sandık güvenliğ… https://t.co/vT0p7i39aR	tr	121 adet sahte hesap toplamda 40 milyon takipçiye sahip olup düzenli olarak sahte içerik üreterek sandık güvenliğ t co vt0p7i39ar							0	0	0	0	0	0
2023-05-05	adet	tag:search.twitter.com,2005:1654394767550164993	@omrardc Bende GRTRK sattım, parası ile 7 adet ekleme yaptım. Sasanın yanına çocuklar için eurpwr biriktirecem.	tr	omrardc bende grtrk sattım parası ile 7 adet ekleme yaptım sasanın yanına çocuklar için eurpwr biriktirecem							0	0	0	0	1	0
2023-05-05	adet	tag:search.twitter.com,2005:1654395783381172226	@GalatasaraySK Galatasaray başakşehir batı alt 124 12 13 sıra 3 adet bilet arıyoruz gişe fiyatı Dm den iletişim kurabilirsiniz	tr	galatasaraysk galatasaray başakşehir batı alt 124 12 13 sıra 3 adet bilet arıyoruz gişe fiyatı dm den iletişim kurabilirsiniz							0	0	1	0	0	0
