date,tweet_id,processed_tweets,anger,fear,sadness,disgust,joy,anger-disgust
2023-05-11,"tag:search.twitter.com,2005:1656666278021705730",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656666633690312705",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656666886594260996",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656667343366533124",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656667567770198017",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656667848759193608",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656668272388087809",rt brcnyldrm78 engin altay doğru söylüyor buyrun belgeli ispatı nevşehir 1 sıra adayının bank asya kayıtlarında 9 adet şahsi,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656668275768705030",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656668943074091011",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656668976204894211",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656669036183445505",yazılımcı arkadaşlar çok aşırı detaya gerek yok sadece ve sadece evet yazısını şoplayabilen 1 adet fotoğraf 1 ad t co zoy7ifi15v,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656669258905190408",rt walk2theheaven seyran ın o yalıdan gitmesiyle beraberinde hayat ışığı söndürülen bir adet ferit korhan yalıçapkını seyfer,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656670174949572616",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656670016815923203",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656670483209912320",rt walk2theheaven seyran ın o yalıdan gitmesiyle beraberinde hayat ışığı söndürülen bir adet ferit korhan yalıçapkını seyfer,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656670451329011712",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656670674063355904",rt yagmurderin04 600 adet porno 4 99 1 ay satın almak istersen 05357757575 t co puljdvzix2 pic_poster trannyamateur,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656671461342580741",i̇ki adet mamut burger istiyoruz köftesi kaç bin yıllık olsun beş bin yıllık lütfen i̇çecek olarak ne alırsını t co ddzwqw6ynk,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656671996107964418",2003 ve 2004 asgari üçretle 12 adet çeyrek altın alınıyorduşimdi asgari üçretle 3 adet alınıyor9 adet çeyrek altı t co bxueak4uax,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656672371510775811",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656673233859657731",rt walk2theheaven seyran ın o yalıdan gitmesiyle beraberinde hayat ışığı söndürülen bir adet ferit korhan yalıçapkını seyfer,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656673421332463618",rt loficontr çeki̇li̇şi̇mi̇z var 3 kişiye ikonik tasarımlı tişörtlerimizden bir adet hediye ediyoruz çekilişe katılım için yapmanız,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656673342479532038",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656673730867904513",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656673599993020416",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656673556808474626",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656674386450186242",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656674710233681925",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656674656949260297",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656675507155656704",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656675471487295490",1 nisan 30 nisan tarihleri arasında qnb mobil e giriş yapıp kampanyaya katılım izni vererek 3 adet iphone 14 ten bi t co yewsgbefqr,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656675737431318532",bu akşamki bölümden bir adet güzellik bıraktım aşağıya yandaki gereksizi kırptım aşsjakdk camdakikız t co qufhele9rj,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656675948379668480",bitcoin68753720 0 030 larda 1000 adet alırım böyle giderse 1 2 haftaya o seviyelere gelir,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656676012565102593",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656676136318017536",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656676034358710273",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656676752880713728",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656676821214310402",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656677047710933000",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656677259531665409",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656677468412219392",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656677449097269248",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656677720078831617",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656677674759389187",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656677998161178631",1 nisan 30 nisan tarihleri arasında qnb mobil e giriş yapıp kampanyaya katılım izni vererek 3 adet iphone 14 ten bi t co 0oeakfxu1p,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656678127769374726",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656678658768257025",rt beyhanark2 ekrem i̇mamoğlu şehirlerine gidemeyen gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti s,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656678719564423168",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656678670914965510",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656678547614846977",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656678673842606080",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656679192694784002",chp ye oy veren herkese 1 bir adet spacex starship hediye,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656679076931960833",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656679308432375808",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656680149419454464",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656680474453118977",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656681229033549826",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656681267604123649",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656681268447174657",rt brcnyldrm78 engin altay doğru söylüyor buyrun belgeli ispatı nevşehir 1 sıra adayının bank asya kayıtlarında 9 adet şahsi,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656681199673409536",rt beyhanark2 ekrem i̇mamoğlu şehirlerine gidemeyen gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti s,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656681685348667393",medtr 11 mayıs 2023 tarihinde 22 70 tl 23 78 tl fiyat aralığından ortalama 23 20 tl 37 029 adet pay geri alınmış t co 7nr5tgt0cd,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656681825014800385",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656682155144085504",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656682251600494592",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656682493175791616",metacoin in toplam arzı ise 10 milyar adet ile sınırlandırıldı t co uyttebyylv metaairdrop airdropgeleceğin teknolojisi,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656682686973353984",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656682633294913537",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656682857665007617",yylgd 11 mayıs 2023 tarihinde 23 6 tl 23 62 tl fiyat aralığından ortalama 23 614 tl 50 500 adet pay geri alınm t co rhrqvjn6os,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656683073671692295",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656683512806744065",fellforomand 1 adet,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656683484709113858",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656683659632451590",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656683993910091776",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656683960775192576",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656684131915538432",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656684358793588741",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656685115462877191",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656685768918573056",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656685946358706176",muradına eren bir adet taehyung en sevdiğim çekimlerden biri t co ty5sttnbmq,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656686079305564161",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656686266807734276",rt walk2theheaven seyran ın o yalıdan gitmesiyle beraberinde hayat ışığı söndürülen bir adet ferit korhan yalıçapkını seyfer,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656686499570515971",dostlarım buraya iki adet emine bırakıyorum birisi kuşçu diğeri ise cumhuriyetçi emineerdogan emineulkert t co umfpfegcsy,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656686543220686861",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656686551609245696",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656686458919350272",rt beyhanark2 ekrem i̇mamoğlu şehirlerine gidemeyen gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti s,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656686452590145536",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656686748305375233",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656687297767587842",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656687263797977092",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656687528441675776",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656687978507370496",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656688481404420096",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656688574496923650",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656688566959841282",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656688759046303745",delinindelisi0 30 demiş külliyen yalan 30 adet gerçekleri duymayı kabul edip sevmeye devam etmez,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656688926407442437",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656689018682179592",yilmaz_ozdill keyfin kaçmiş sözde ataturkçü1881 adet tanesi 1881 tl ye kitap satmana devam et sen,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656688880702062592",juswolver bir adet,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656688950302343170",1 nisan 30 nisan tarihleri arasında qnb mobil e giriş yapıp kampanyaya katılım izni vererek 3 adet iphone 14 ten bi t co 3xkuvgxl6s,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656689418390982656",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656689723757273089",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656689723765579778",rt antalyaemniyet 5 işyeri ve 2 araçta yapılan aramada kaçak olduğu tespit edilen 2 5 0 0 adet içi doldurulmuş makaron7 7 5 adet,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656690365909417988",rt walk2theheaven seyran ın o yalıdan gitmesiyle beraberinde hayat ışığı söndürülen bir adet ferit korhan yalıçapkını seyfer,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656690234183020544",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656690620050669569",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656690542074290179",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656691494147829768",1 nisan 30 nisan tarihleri arasında qnb mobil e giriş yapıp kampanyaya katılım izni vererek 3 adet iphone 14 ten bi t co h3epk0cwdr,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656691471930519554",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656692332203237378",rt eronat eelifalpar midorikocak baselkanir yanında 2 adet yuvarlak kesilmiş kağıt götür damgayı orada o yuvarlak kağıtlara vur önce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656692426969436160",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656692710927917056",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656693507027791872",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656694624382074886",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656694972081479682",fbbasketbol olympiacos_bc anadolu efes fenerbahçe beko için 2 adet maç bileti vardır elimde çok uygun fiyata de t co qhidj9dyr7,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656695211978883073",rt who98408150 ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı ce,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656695651546152968",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656695422566428676",1 nisan 30 nisan tarihleri arasında qnb mobil e giriş yapıp kampanyaya katılım izni vererek 3 adet iphone 14 ten bi t co vzmqduaqj4,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656696070565511174",rt turkogluetkinlk dörtlü ment etkinliği dört adet sıla türkoğlu görseli en az dört kelimeden oluşan emojisiz cümle sılatürkoğ,0,0,0,0,0,0
2023-05-11,"tag:search.twitter.com,2005:1656696666160873477",rt solcugazete ekrem i̇mamoğlu şehrine gidip oy vermek isteyen öğrencilere destek olmak için 1 000 adet demokrasi bileti satın aldı,0,0,0,0,0,0
2023-05-10,"tag:search.twitter.com,2005:1656091471274033152",اللي معلق أمانيه في رجا رب ه يجيه يوم وتضحك له أمانيه,0,0,0,1,0,1
2023-05-10,"tag:search.twitter.com,2005:1656099844363104259",rt fhnalhammad كل اهل الخطايا فيهم رجا خيرالاسيئ النية خبيث الطبايع,1,0,1,0,0,0
2023-05-10,"tag:search.twitter.com,2005:1656140797144621056",rt fhnalhammad كل اهل الخطايا فيهم رجا خيرالاسيئ النية خبيث الطبايع,1,0,1,0,0,0
2023-05-10,"tag:search.twitter.com,2005:1656162776572633088",rt poeticalrefugee mo3atef_ بجد اللي ما تربيهوش دراسة الطب يبقى مفيش من دين أمه رجا,0,0,0,0,0,0
2023-05-10,"tag:search.twitter.com,2005:1656187399238557701",mahdihajipour فارس و رجا هم زدن من چون رسانه دشمن چک میکنم اسکرین اعتماد رو داشتم,0,0,0,0,0,0
2023-05-10,"tag:search.twitter.com,2005:1656195370081288192",أنا عمري فداك ولا غدى لك حاجب معقود أبيعه في رجا بسمة شفاك ولا أحسب حسابي,0,1,0,0,0,0
2023-05-10,"tag:search.twitter.com,2005:1656200902779215873",_malazemad __surktty الرجااال الجابو الحرب نص الخرطوم كمان,0,0,0,0,0,0
2023-05-10,"tag:search.twitter.com,2005:1656222239627304960",كلهم نزلوا حتى اللي ما منهم رجا مهتهم تشتيت الأصوات لان في مجموعة حمير مؤمنين فيهم,0,0,0,0,0,0
2023-05-10,"tag:search.twitter.com,2005:1656235780942057475",alsanossiamira مافي عب فيهو رجا ولا في عب بعمر,0,0,0,0,0,0
2023-05-10,"tag:search.twitter.com,2005:1656236299349532678",يا رجا العمر لو حفتك الاشواكليتك اول طريق القلب ليتك,0,0,0,0,0,0
